,Residential L1,Residential L2,MUD L2,Workplace L2,Public L2,Public DCFC
198,0.0,4234867.80509543,686868.9883748324,40830.24326167757,428963.8844899249,1233.879060309424
199,0.0,4204114.323704523,683845.3178396455,40933.012993966695,428591.0393158832,1038.7591187146115
200,0.0,4173137.9318033843,680662.4791563791,40957.57029796414,428319.2388097113,920.9706243609209
201,0.0,4142914.27960525,677535.0671806887,41131.44693115055,428342.789878864,1050.0
202,0.0,4112664.091438059,674290.2876025275,41148.07553588579,428013.7067969346,1200.0
203,0.0,4082765.4726374154,671136.6878947547,41312.31830294786,427841.0753913281,1500.0
204,0.0,4052724.615291184,667991.7820426807,41416.209707745824,427600.72855283204,1541.1055458538524
205,0.0,4022777.4873586036,664741.6480598645,41472.034576583166,427459.9878547024,1446.754299467314
206,0.0,3994009.534308885,661397.9362486434,41556.171610493104,427590.1821635285,1592.5746301186875
207,0.0,3964814.4755328177,658154.1276774583,41664.13085957237,427756.015932119,1784.993340073369
208,0.0,3935397.687252405,654863.9666289723,41846.09363399764,427981.91054638464,2250.0
209,0.0,3921087.3942354196,651801.6100852293,41959.23249146436,428140.03368661355,2185.4648975288956
210,0.0,3932606.992845088,648760.1503194497,42011.64984168727,428155.833465695,1743.883362993163
211,0.0,3903486.3765699985,645828.5874662241,42149.57303443774,428068.05572997814,1752.4452239149005
212,0.0,3874186.283632335,642847.4001898742,42211.51471546923,428368.2112195568,1991.1013352042219
213,0.0,3846312.0613014833,639863.19485819,42296.98427185726,428775.6420940194,1902.3063533545342
214,0.0,3818312.128717808,636947.5196205913,42497.418838738275,429002.33270205115,2100.0
215,0.0,3790936.7407555957,633783.1034986435,42639.71768815418,429300.8649489692,2584.345004293365
216,0.0,3763375.562805431,630734.6551293571,42880.20747226376,429575.52081713686,2483.7054755130475
217,0.0,3736309.032335926,627765.236790557,42938.18092655771,429994.8033950321,2063.361273439406
218,0.0,3708516.4066025475,624768.7127450373,43055.757409341575,429857.4591127694,1786.8389401342115
219,0.0,3681210.9952627476,621505.1674379575,43095.60727423195,430281.78250213806,2026.5294529634705
220,0.0,3654703.6478212033,618538.0008406704,43199.03934036522,430716.5324252543,2125.909998815674
221,0.0,3628100.7639885815,615597.9491537642,43295.03389322496,431133.6785468589,1693.2613381780043
222,0.0,3601598.5682066814,612767.3842429544,43441.0070034363,431613.65817383665,1809.3664048941944
223,0.0,3575084.758501571,609913.2932533156,43703.22494911838,432051.0960041416,1950.0
224,0.0,3548818.847419508,606995.5789234658,43869.689205566734,432687.1658185014,2156.174262442304
225,0.0,3522898.3818345587,604078.5668655676,44019.81064290474,433124.2862400894,2009.299533380549
226,0.0,3496819.1029248103,601102.5028486595,44292.972292203005,433553.85101396375,2100.0
227,0.0,3471203.522986551,598224.4770237759,44471.374445851456,434021.0280873543,2655.9750934689964
228,0.0,3445359.963351672,595354.4589733068,44654.36497223231,434190.3241466892,2600.3228438984006
229,0.0,3419036.7652088595,592783.0428798376,44779.97698067049,434743.39188910706,2369.6721042965382
230,0.0,3393393.1089601624,589665.9926952448,44969.62351689425,435538.18534214917,1999.330341319712
231,0.0,3367825.471753785,586702.9316457151,45249.399323322716,436172.5669794898,1950.0
232,0.0,3342553.097213706,583905.9913615957,45480.94733913748,436912.11263521586,2279.8277931101943
233,0.0,3317892.604708948,580765.9031011005,45659.1655294769,437635.3942257613,2135.543818038468
234,0.0,3293153.211559459,577729.4428690377,46013.60510258247,438372.07300318015,2166.2488449048296
235,0.0,3268329.0282300687,574877.9928605664,46201.909828974916,439515.72070961876,2207.123142688657
236,0.0,3244457.8747209157,572071.1836794299,46446.896596854865,440622.3293867834,2299.596843939742
237,0.0,3220837.0815294916,569049.1380970966,46552.90588790344,441248.6549171765,2280.167706394858
238,0.0,3196801.6178456643,566001.7055582989,46635.10420081448,442161.1964916798,1855.5417899208119
239,0.0,3173230.067280443,562980.3719571385,46926.072755803456,442921.631798184,2387.9283368665647
240,0.0,3149867.8407107666,560065.3075586909,47203.677566036604,443734.55067580275,2642.5486342151094
241,0.0,3126886.3873235784,557063.5832272021,47434.89179248705,444738.1123129431,2501.7886770719024
242,0.0,3103628.040511945,554221.7738212887,47705.27305677643,445918.1687861672,2367.717282314406
243,0.0,3080458.562819056,551161.345617886,47961.22733674208,447061.14066855336,2230.182575124656
244,0.0,3057686.0994800036,548263.5714050176,48329.24042795736,448511.89370696456,1737.0030424765087
245,0.0,3035416.9948479473,545382.4156401724,48727.30211964002,449290.0358444542,1446.4648668426642
246,0.0,3012723.463646517,542365.7341055913,49240.498050753115,449155.9396484824,1881.3886252364018
247,0.0,2989285.626583283,539531.4954466259,49672.676304043685,450654.00683550554,1886.1068569113593
248,0.0,2966675.8018624494,536620.4395236893,49961.132746085874,451911.6001970062,1232.494793554418
249,0.0,2945182.1175875985,534181.3265526274,50217.712069881294,453310.0595119681,1139.7688703976855
250,0.0,2923638.9154886655,531579.4536039066,50538.11541840485,454920.19558415626,1141.7727661941285
251,0.0,2902279.2898913906,529123.5581872928,50929.36006748875,456304.66415051435,1105.3465243778253
252,0.0,2880810.465595321,526618.8676919276,51344.07090086932,457656.0409164191,1254.3839967125937
253,0.0,2859202.995596459,523996.50780466816,51741.0585836917,459121.5830495343,1463.5391771793495
254,0.0,2837645.2972419,521197.1747835072,52299.08791261061,460888.08577632625,1500.0
255,0.0,2817013.8929027277,518516.37654072634,52739.34969614973,462582.0522532672,1702.4100674850858
256,0.0,2795886.317104513,515712.21811352426,53253.0714259851,464098.91030181583,2100.0
257,0.0,2775136.2067973763,513002.0278611181,53709.60963770315,466136.8489666942,2257.3046036762416
258,0.0,2754562.7461523283,510493.96960496093,53925.20395720567,468064.82833394466,1987.1925817977622
259,0.0,2733603.8492338033,507572.9566068899,54409.10651821823,470123.9714542468,1711.1688592902663
260,0.0,2713289.6114956494,504562.06495098985,54904.81170578499,471913.3347924431,1408.3931963521773
261,0.0,2693530.6909584943,501705.71915366035,55378.66174944097,474033.3520537829,1378.819190207692
262,0.0,2672929.654248879,498876.7010009276,55803.033318132104,475716.34144156845,2105.780365378021
263,0.0,2652322.5663742926,496151.5170452002,56108.346094829096,478011.1812746867,2353.8946357450204
264,0.0,2632675.200487102,493414.4647531429,56737.049123901794,480002.78175648354,2504.5972134578865
265,0.0,2612304.305371876,490730.55164101435,57377.780109296335,482363.9251959979,1441.0693328903872
266,0.0,2592344.357454258,487996.3078830584,57940.037557651565,484420.8241123147,1650.0
267,0.0,2571950.9858782785,485337.2976429326,58411.85760887355,486726.37435220205,1732.3997045383671
268,0.0,2552731.15762119,482781.53385016683,58830.9050515777,488866.9726710623,1571.827469580698
269,0.0,2533330.7766654775,480211.5940763969,59514.232117876025,491196.0044834471,1537.99327986795
270,0.0,2513967.4097293117,477379.09314093913,60031.51434233071,493700.77101409296,1668.3976912705841
271,0.0,2494267.4534592037,474902.4332955668,60638.262052061604,496418.98906421073,1950.0
272,0.0,2475214.735983706,472267.7127636415,61428.761712165564,498852.2138226455,2356.738725697264
273,0.0,2456711.3071536734,469648.9631838461,62057.58595838753,501268.48413491284,2219.2609057126947
274,0.0,2437901.371401196,467090.43206856184,62737.26406276926,503990.5215547916,1681.2725264641606
275,0.0,2419028.1405372797,464683.3659067867,63515.46322827531,506461.1284393616,1579.6782902815153
276,0.0,2400462.0387298777,462121.2667255094,64121.53729159328,509056.9637264206,1354.9272226950188
277,0.0,2382150.358049064,459587.69246611686,64736.53443727192,511902.3652879579,1251.5757870697291
278,0.0,2363761.946536355,457232.81215236255,65419.45241689347,514485.74852635956,1500.0
279,0.0,2345714.967282301,454987.7622151646,66105.19152777964,517276.2470187318,2000.7444202082193
280,0.0,2327409.0538498363,452273.68732444354,66857.21759599716,520473.2286638128,1538.96220231873
281,0.0,2309629.951494875,449711.61019137024,67486.29183369134,523553.58377683896,1448.2807355050177
282,0.0,2292004.8537866455,447190.9946678287,68310.28808673198,526990.2139405207,1950.0
283,0.0,2274524.0799437724,444768.0697365618,69072.39071632423,530768.4518844768,2336.029481544706
284,0.0,2256817.949181865,442272.49692758126,70012.89240331149,533925.3927075316,2499.1075684004118
285,0.0,2239588.4148899284,439696.28042190947,70774.74371588395,537827.0651989805,2643.876886993478
286,0.0,2222571.1667423313,437151.5870672365,71722.98676372984,541266.5648691594,2299.1839311683816
287,0.0,2206103.5731086386,434588.6794520728,72535.96882498948,544759.511303569,1994.5996227556946
288,0.0,2189650.7891925774,432229.2980440897,73319.56166787518,548456.2794939246,1719.3766949874453
289,0.0,2172938.2308835355,429713.73427549977,74194.79018366215,552293.8613985836,1831.5597517384642
290,0.0,2156018.8485555425,427218.4280545601,75052.37383856809,556723.5509791888,1950.0
291,0.0,2139596.9872278553,424687.28516699234,75886.54433442157,560535.1392553479,2150.620058427202
292,0.0,2122817.2115177545,422195.9891848184,76828.88868861,564843.9094750984,1954.8681371668401
293,0.0,2106817.670917252,419837.97478890914,77923.19080473685,568895.4925965389,2604.476333912654
294,0.0,2091176.3032765265,417566.42119723343,78885.48891894984,572898.0597166892,2400.0
295,0.0,2074963.7790750007,415022.47687876795,79913.02304255617,577199.0002316496,2627.9863958027668
296,0.0,2058915.9475911858,412680.23338121414,80903.61639452646,581863.7395684781,2716.3800109355884
