1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
90.0,401.0,1908.0,1680.0,202.0,1466.0,1003.0,2158.0,2856.0,2003.0,637.0,3028.0,2404.0,669.0,303.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0
93.0,426.0,1975.0,1709.0,208.0,1513.0,1038.0,2211.0,2935.0,2064.0,656.0,3119.0,2433.0,684.0,312.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,475.0,2132.0,1788.0,226.0,1627.0,1115.0,2360.0,3150.0,2209.0,704.0,3321.0,2526.0,719.0,336.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0
106.0,521.0,2288.0,1861.0,237.0,1723.0,1225.0,2495.0,3357.0,2355.0,742.0,3501.0,2598.0,752.0,359.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0
115.0,557.0,2430.0,1909.0,255.0,1861.0,1370.0,2687.0,3599.0,2530.0,775.0,3688.0,2691.0,799.0,376.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,588.0,2525.0,1969.0,267.0,1976.0,1521.0,2851.0,3769.0,2701.0,809.0,3831.0,2768.0,845.0,401.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0
122.0,590.0,2574.0,2008.0,272.0,2078.0,1654.0,2997.0,3920.0,2867.0,817.0,3870.0,2825.0,874.0,422.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,586.0,2615.0,2027.0,269.0,2147.0,1746.0,3106.0,4053.0,3001.0,822.0,3935.0,2877.0,906.0,438.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0
122.0,594.0,2643.0,2040.0,274.0,2227.0,1806.0,3218.0,4193.0,3080.0,831.0,3975.0,2928.0,935.0,454.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,593.0,2623.0,2039.0,275.0,2240.0,1814.0,3253.0,4242.0,3077.0,819.0,3926.0,2942.0,940.0,448.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0
114.0,582.0,2607.0,2037.0,277.0,2250.0,1784.0,3283.0,4279.0,3021.0,810.0,3891.0,2927.0,927.0,440.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0
117.0,575.0,2595.0,2042.0,278.0,2279.0,1755.0,3331.0,4363.0,3003.0,815.0,3925.0,2917.0,928.0,442.0,582.0,0.0,0.0,0.0,0.0,0.0,0.0
119.0,569.0,2603.0,2042.0,283.0,2298.0,1724.0,3326.0,4407.0,2991.0,828.0,3975.0,2938.0,940.0,441.0,589.0,0.0,0.0,0.0,0.0,0.0,0.0
126.0,589.0,2650.0,2061.0,287.0,2300.0,1712.0,3319.0,4410.0,2997.0,844.0,4005.0,2943.0,937.0,446.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0
128.0,608.0,2748.0,2114.0,294.0,2310.0,1712.0,3328.0,4405.0,3021.0,883.0,4086.0,2942.0,941.0,456.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0
133.0,616.0,2765.0,2127.0,296.0,2280.0,1668.0,3271.0,4315.0,2983.0,891.0,4087.0,2919.0,925.0,454.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,606.0,2748.0,2115.0,289.0,2205.0,1592.0,3147.0,4164.0,2881.0,894.0,4036.0,2879.0,893.0,441.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0
126.0,568.0,2598.0,2029.0,275.0,2053.0,1466.0,2927.0,3888.0,2681.0,842.0,3858.0,2790.0,843.0,407.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0,509.0,2349.0,1891.0,245.0,1825.0,1292.0,2628.0,3488.0,2405.0,767.0,3538.0,2644.0,768.0,364.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0
96.0,428.0,2061.0,1740.0,217.0,1592.0,1106.0,2330.0,3067.0,2124.0,689.0,3179.0,2482.0,701.0,323.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,398.0,1944.0,1682.0,201.0,1497.0,1017.0,2209.0,2896.0,2024.0,643.0,3043.0,2425.0,676.0,311.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,385.0,1894.0,1659.0,197.0,1457.0,976.0,2155.0,2824.0,1981.0,631.0,2986.0,2398.0,668.0,305.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,385.0,1883.0,1654.0,197.0,1445.0,968.0,2136.0,2812.0,1967.0,630.0,2971.0,2389.0,665.0,300.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,390.0,1895.0,1664.0,199.0,1452.0,983.0,2143.0,2831.0,1983.0,635.0,2994.0,2395.0,666.0,300.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,405.0,1945.0,1685.0,201.0,1479.0,1005.0,2176.0,2888.0,2019.0,647.0,3044.0,2417.0,674.0,306.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,429.0,2023.0,1723.0,208.0,1524.0,1038.0,2238.0,2981.0,2078.0,668.0,3132.0,2453.0,689.0,315.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,478.0,2210.0,1818.0,227.0,1652.0,1134.0,2397.0,3205.0,2235.0,719.0,3373.0,2551.0,727.0,339.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0
111.0,529.0,2381.0,1904.0,239.0,1767.0,1250.0,2556.0,3437.0,2386.0,765.0,3562.0,2624.0,764.0,365.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,567.0,2577.0,1987.0,264.0,1936.0,1414.0,2816.0,3745.0,2614.0,797.0,3791.0,2729.0,824.0,391.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0
123.0,599.0,2727.0,2069.0,272.0,2097.0,1577.0,3053.0,4029.0,2848.0,824.0,3970.0,2820.0,886.0,417.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,614.0,2823.0,2119.0,275.0,2230.0,1723.0,3265.0,4293.0,3047.0,849.0,4049.0,2875.0,939.0,439.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,627.0,2875.0,2150.0,280.0,2357.0,1847.0,3469.0,4516.0,3211.0,849.0,4111.0,2930.0,979.0,459.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0
122.0,644.0,2927.0,2176.0,289.0,2483.0,1920.0,3643.0,4732.0,3328.0,851.0,4158.0,2951.0,1012.0,476.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,647.0,2915.0,2174.0,290.0,2559.0,1958.0,3733.0,4866.0,3392.0,846.0,4139.0,2944.0,1033.0,484.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0
122.0,638.0,2888.0,2167.0,289.0,2576.0,1932.0,3772.0,4912.0,3406.0,846.0,4119.0,2941.0,1039.0,495.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0
123.0,643.0,2878.0,2159.0,289.0,2574.0,1882.0,3748.0,4908.0,3384.0,834.0,4101.0,2942.0,1035.0,500.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0
127.0,631.0,2855.0,2153.0,298.0,2546.0,1830.0,3666.0,4823.0,3326.0,851.0,4128.0,2959.0,1020.0,506.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0
127.0,636.0,2826.0,2154.0,303.0,2475.0,1783.0,3539.0,4682.0,3239.0,864.0,4141.0,2959.0,992.0,499.0,621.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,636.0,2859.0,2173.0,303.0,2441.0,1744.0,3475.0,4614.0,3180.0,891.0,4164.0,2964.0,969.0,487.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,628.0,2845.0,2170.0,302.0,2358.0,1698.0,3359.0,4465.0,3107.0,897.0,4145.0,2940.0,951.0,477.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,611.0,2794.0,2129.0,293.0,2256.0,1617.0,3203.0,4256.0,2955.0,879.0,4095.0,2895.0,912.0,454.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,571.0,2612.0,2044.0,275.0,2084.0,1460.0,2968.0,3941.0,2737.0,833.0,3888.0,2790.0,858.0,420.0,589.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0,508.0,2357.0,1903.0,246.0,1842.0,1263.0,2662.0,3503.0,2441.0,755.0,3548.0,2653.0,782.0,372.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,429.0,2074.0,1755.0,215.0,1611.0,1087.0,2363.0,3098.0,2170.0,677.0,3198.0,2494.0,709.0,329.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,397.0,1942.0,1685.0,202.0,1507.0,1001.0,2213.0,2900.0,2029.0,633.0,3035.0,2420.0,677.0,312.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,390.0,1892.0,1657.0,199.0,1461.0,959.0,2154.0,2818.0,1985.0,619.0,2982.0,2397.0,668.0,306.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,386.0,1878.0,1654.0,195.0,1444.0,953.0,2133.0,2802.0,1972.0,614.0,2975.0,2394.0,666.0,301.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,391.0,1893.0,1663.0,197.0,1452.0,971.0,2140.0,2824.0,1981.0,621.0,2994.0,2396.0,670.0,301.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,406.0,1943.0,1686.0,201.0,1480.0,999.0,2183.0,2881.0,2019.0,634.0,3049.0,2421.0,677.0,305.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,433.0,2027.0,1724.0,209.0,1534.0,1039.0,2262.0,2990.0,2079.0,652.0,3144.0,2461.0,690.0,314.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,486.0,2210.0,1818.0,228.0,1655.0,1144.0,2419.0,3205.0,2212.0,703.0,3374.0,2557.0,728.0,331.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0
109.0,539.0,2382.0,1900.0,239.0,1774.0,1269.0,2580.0,3425.0,2377.0,743.0,3575.0,2630.0,766.0,354.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0
115.0,575.0,2559.0,1990.0,256.0,1944.0,1447.0,2840.0,3722.0,2603.0,781.0,3795.0,2730.0,821.0,380.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0
122.0,608.0,2716.0,2071.0,266.0,2121.0,1589.0,3101.0,4018.0,2832.0,819.0,3969.0,2821.0,881.0,413.0,578.0,0.0,0.0,0.0,0.0,0.0,0.0
131.0,613.0,2818.0,2128.0,277.0,2299.0,1733.0,3345.0,4309.0,3046.0,843.0,4044.0,2885.0,929.0,439.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0
128.0,627.0,2870.0,2158.0,285.0,2444.0,1870.0,3568.0,4586.0,3224.0,854.0,4142.0,2952.0,972.0,456.0,602.0,0.0,0.0,0.0,0.0,0.0,0.0
123.0,646.0,2915.0,2188.0,292.0,2591.0,1970.0,3797.0,4856.0,3370.0,861.0,4195.0,3016.0,1022.0,478.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0
122.0,640.0,2914.0,2193.0,299.0,2670.0,2028.0,3907.0,5006.0,3459.0,860.0,4189.0,3007.0,1046.0,493.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0
123.0,637.0,2904.0,2203.0,295.0,2688.0,2064.0,3963.0,5078.0,3497.0,850.0,4176.0,2995.0,1056.0,502.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,646.0,2879.0,2196.0,291.0,2684.0,2056.0,3952.0,5073.0,3508.0,864.0,4202.0,2991.0,1058.0,507.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0
127.0,643.0,2868.0,2192.0,295.0,2639.0,2006.0,3868.0,4966.0,3490.0,869.0,4236.0,2992.0,1054.0,520.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0
124.0,644.0,2856.0,2189.0,293.0,2546.0,1914.0,3704.0,4777.0,3385.0,883.0,4216.0,3001.0,1025.0,510.0,633.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,638.0,2874.0,2192.0,294.0,2473.0,1818.0,3581.0,4633.0,3242.0,905.0,4223.0,2995.0,994.0,488.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0
138.0,624.0,2880.0,2173.0,297.0,2383.0,1716.0,3416.0,4466.0,3091.0,898.0,4172.0,2965.0,958.0,469.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,613.0,2804.0,2143.0,291.0,2266.0,1592.0,3231.0,4265.0,2941.0,880.0,4071.0,2916.0,916.0,454.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0
126.0,577.0,2619.0,2048.0,274.0,2072.0,1458.0,2980.0,3941.0,2723.0,824.0,3886.0,2800.0,852.0,423.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0
112.0,501.0,2350.0,1899.0,250.0,1828.0,1276.0,2658.0,3509.0,2435.0,742.0,3542.0,2637.0,780.0,377.0,541.0,0.0,0.0,0.0,0.0,0.0,0.0
96.0,425.0,2066.0,1751.0,220.0,1601.0,1104.0,2350.0,3086.0,2142.0,671.0,3208.0,2486.0,708.0,328.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,385.0,1871.0,1647.0,195.0,1430.0,957.0,2088.0,2760.0,1928.0,615.0,2937.0,2381.0,654.0,299.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,372.0,1801.0,1613.0,188.0,1360.0,887.0,1994.0,2638.0,1847.0,590.0,2846.0,2346.0,633.0,290.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,366.0,1784.0,1608.0,187.0,1345.0,877.0,1969.0,2615.0,1833.0,588.0,2830.0,2339.0,627.0,288.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0
88.0,372.0,1792.0,1607.0,188.0,1348.0,882.0,1969.0,2619.0,1841.0,589.0,2837.0,2337.0,628.0,288.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,385.0,1821.0,1621.0,191.0,1367.0,900.0,1993.0,2655.0,1882.0,597.0,2875.0,2350.0,638.0,293.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,405.0,1869.0,1641.0,197.0,1404.0,922.0,2044.0,2727.0,1937.0,610.0,2930.0,2373.0,650.0,302.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,434.0,1973.0,1694.0,213.0,1481.0,979.0,2137.0,2849.0,2025.0,642.0,3060.0,2430.0,670.0,314.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0,469.0,2070.0,1739.0,219.0,1548.0,1057.0,2216.0,2982.0,2108.0,671.0,3168.0,2462.0,690.0,329.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0,509.0,2258.0,1830.0,233.0,1714.0,1216.0,2451.0,3289.0,2314.0,729.0,3398.0,2583.0,742.0,358.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,554.0,2430.0,1924.0,250.0,1886.0,1376.0,2675.0,3600.0,2509.0,759.0,3590.0,2674.0,794.0,393.0,558.0,0.0,0.0,0.0,0.0,0.0,0.0
116.0,566.0,2521.0,1987.0,263.0,2043.0,1561.0,2898.0,3865.0,2708.0,783.0,3715.0,2730.0,838.0,411.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,589.0,2546.0,2016.0,275.0,2201.0,1692.0,3140.0,4167.0,2886.0,796.0,3780.0,2779.0,883.0,432.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0
123.0,602.0,2620.0,2058.0,279.0,2343.0,1836.0,3367.0,4487.0,3112.0,815.0,3886.0,2862.0,947.0,463.0,609.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,613.0,2658.0,2087.0,286.0,2454.0,1946.0,3547.0,4741.0,3288.0,821.0,3987.0,2926.0,1004.0,477.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,627.0,2687.0,2120.0,292.0,2523.0,2001.0,3693.0,4939.0,3426.0,841.0,4096.0,3009.0,1047.0,499.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0
126.0,630.0,2738.0,2138.0,295.0,2566.0,1995.0,3739.0,5043.0,3507.0,838.0,4259.0,3077.0,1079.0,521.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0
131.0,621.0,2729.0,2138.0,300.0,2549.0,1967.0,3686.0,4984.0,3484.0,850.0,4346.0,3121.0,1069.0,518.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,613.0,2714.0,2125.0,295.0,2484.0,1836.0,3558.0,4792.0,3317.0,869.0,4323.0,3080.0,1030.0,505.0,644.0,0.0,0.0,0.0,0.0,0.0,0.0
138.0,618.0,2764.0,2133.0,293.0,2395.0,1731.0,3416.0,4567.0,3153.0,869.0,4223.0,3013.0,981.0,479.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0
136.0,616.0,2777.0,2127.0,292.0,2290.0,1616.0,3267.0,4361.0,3008.0,870.0,4152.0,2965.0,946.0,461.0,621.0,0.0,0.0,0.0,0.0,0.0,0.0
134.0,603.0,2721.0,2107.0,288.0,2186.0,1526.0,3082.0,4140.0,2864.0,861.0,4044.0,2897.0,897.0,449.0,609.0,0.0,0.0,0.0,0.0,0.0,0.0
128.0,557.0,2566.0,2025.0,276.0,1998.0,1380.0,2828.0,3791.0,2640.0,816.0,3812.0,2779.0,834.0,416.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0
113.0,500.0,2316.0,1879.0,247.0,1764.0,1213.0,2528.0,3381.0,2358.0,738.0,3465.0,2629.0,759.0,370.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0
94.0,423.0,1997.0,1713.0,212.0,1523.0,1023.0,2216.0,2942.0,2060.0,658.0,3079.0,2455.0,683.0,320.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,373.0,1830.0,1622.0,191.0,1385.0,908.0,2015.0,2673.0,1875.0,616.0,2843.0,2355.0,636.0,288.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0
86.0,358.0,1772.0,1590.0,184.0,1333.0,869.0,1938.0,2574.0,1806.0,583.0,2762.0,2313.0,619.0,277.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,353.0,1751.0,1582.0,183.0,1315.0,872.0,1915.0,2549.0,1792.0,576.0,2739.0,2304.0,613.0,276.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0
86.0,355.0,1750.0,1581.0,183.0,1314.0,863.0,1914.0,2548.0,1794.0,580.0,2740.0,2307.0,615.0,276.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,368.0,1774.0,1591.0,186.0,1332.0,868.0,1938.0,2583.0,1829.0,588.0,2771.0,2319.0,625.0,281.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,390.0,1821.0,1613.0,192.0,1372.0,902.0,1983.0,2654.0,1891.0,604.0,2833.0,2341.0,637.0,290.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0
93.0,417.0,1915.0,1656.0,202.0,1441.0,949.0,2063.0,2792.0,1962.0,638.0,2950.0,2383.0,656.0,301.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0
99.0,447.0,1997.0,1689.0,211.0,1498.0,1008.0,2130.0,2896.0,2021.0,667.0,3015.0,2416.0,670.0,313.0,476.0,0.0,0.0,0.0,0.0,0.0,0.0
111.0,495.0,2178.0,1801.0,230.0,1667.0,1165.0,2368.0,3214.0,2244.0,721.0,3270.0,2524.0,725.0,345.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,549.0,2341.0,1887.0,243.0,1823.0,1320.0,2591.0,3509.0,2462.0,775.0,3483.0,2633.0,787.0,370.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0
122.0,564.0,2451.0,1934.0,256.0,1941.0,1438.0,2766.0,3734.0,2629.0,790.0,3611.0,2690.0,831.0,391.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,555.0,2460.0,1938.0,252.0,2038.0,1525.0,2922.0,3940.0,2749.0,789.0,3667.0,2730.0,868.0,411.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0
116.0,550.0,2465.0,1950.0,257.0,2124.0,1608.0,3075.0,4152.0,2855.0,798.0,3684.0,2808.0,904.0,426.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0
116.0,547.0,2448.0,1946.0,257.0,2180.0,1683.0,3163.0,4277.0,2935.0,787.0,3688.0,2853.0,925.0,447.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0
114.0,547.0,2438.0,1933.0,261.0,2205.0,1709.0,3195.0,4346.0,3013.0,779.0,3681.0,2873.0,949.0,466.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,550.0,2426.0,1930.0,266.0,2206.0,1718.0,3197.0,4360.0,3027.0,781.0,3679.0,2897.0,945.0,472.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,559.0,2468.0,1948.0,267.0,2194.0,1676.0,3151.0,4314.0,2976.0,810.0,3679.0,2909.0,933.0,469.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0
126.0,567.0,2519.0,1972.0,274.0,2177.0,1628.0,3096.0,4226.0,2915.0,842.0,3740.0,2885.0,911.0,459.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0
128.0,598.0,2656.0,2047.0,278.0,2173.0,1598.0,3079.0,4181.0,2873.0,883.0,3876.0,2867.0,895.0,443.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0
133.0,611.0,2702.0,2070.0,280.0,2159.0,1560.0,3024.0,4109.0,2848.0,893.0,3961.0,2849.0,880.0,439.0,611.0,0.0,0.0,0.0,0.0,0.0,0.0
137.0,607.0,2680.0,2057.0,279.0,2080.0,1497.0,2925.0,3953.0,2752.0,889.0,3910.0,2801.0,853.0,431.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0
128.0,566.0,2535.0,1984.0,259.0,1916.0,1374.0,2722.0,3651.0,2549.0,841.0,3710.0,2720.0,803.0,405.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0
113.0,498.0,2282.0,1855.0,236.0,1713.0,1207.0,2438.0,3252.0,2295.0,775.0,3411.0,2591.0,735.0,361.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,419.0,1963.0,1697.0,201.0,1480.0,1021.0,2131.0,2824.0,2010.0,693.0,3048.0,2433.0,661.0,311.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0
93.0,394.0,1922.0,1677.0,197.0,1462.0,1003.0,2135.0,2831.0,1981.0,668.0,3010.0,2407.0,661.0,304.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,391.0,1901.0,1670.0,198.0,1445.0,975.0,2130.0,2816.0,1965.0,658.0,2997.0,2400.0,662.0,302.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,389.0,1890.0,1664.0,197.0,1434.0,968.0,2114.0,2797.0,1963.0,659.0,2979.0,2392.0,664.0,300.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,392.0,1906.0,1667.0,199.0,1442.0,981.0,2127.0,2815.0,1986.0,666.0,2997.0,2397.0,669.0,300.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,407.0,1951.0,1690.0,205.0,1472.0,1010.0,2165.0,2873.0,2024.0,680.0,3056.0,2420.0,678.0,304.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0
96.0,437.0,2037.0,1727.0,212.0,1530.0,1050.0,2240.0,2993.0,2093.0,706.0,3156.0,2460.0,696.0,316.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0,490.0,2231.0,1828.0,226.0,1660.0,1146.0,2404.0,3241.0,2243.0,759.0,3390.0,2552.0,736.0,337.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0
112.0,536.0,2387.0,1902.0,239.0,1779.0,1257.0,2560.0,3457.0,2396.0,797.0,3566.0,2629.0,773.0,361.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,570.0,2566.0,2008.0,255.0,1909.0,1408.0,2765.0,3689.0,2607.0,837.0,3807.0,2724.0,823.0,392.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,596.0,2697.0,2068.0,266.0,2029.0,1515.0,2946.0,3929.0,2780.0,863.0,3965.0,2810.0,865.0,408.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0
122.0,613.0,2788.0,2119.0,273.0,2119.0,1587.0,3066.0,4091.0,2888.0,875.0,4060.0,2871.0,895.0,419.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0
124.0,620.0,2808.0,2127.0,278.0,2176.0,1634.0,3166.0,4188.0,2953.0,886.0,4097.0,2906.0,915.0,431.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,618.0,2822.0,2133.0,279.0,2204.0,1651.0,3224.0,4262.0,2980.0,869.0,4108.0,2903.0,919.0,436.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,605.0,2784.0,2110.0,270.0,2184.0,1640.0,3201.0,4204.0,2935.0,852.0,4036.0,2865.0,908.0,429.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0
119.0,594.0,2736.0,2084.0,265.0,2124.0,1595.0,3118.0,4088.0,2842.0,840.0,3925.0,2819.0,882.0,417.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,575.0,2690.0,2051.0,265.0,2080.0,1559.0,3038.0,3984.0,2764.0,823.0,3882.0,2788.0,861.0,415.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0
123.0,576.0,2685.0,2047.0,268.0,2066.0,1543.0,2984.0,3956.0,2759.0,841.0,3902.0,2781.0,859.0,417.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0
129.0,587.0,2696.0,2075.0,273.0,2099.0,1548.0,3015.0,4017.0,2815.0,878.0,3973.0,2833.0,870.0,430.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,619.0,2813.0,2147.0,289.0,2184.0,1595.0,3114.0,4163.0,2930.0,917.0,4138.0,2901.0,895.0,448.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0
133.0,629.0,2831.0,2159.0,296.0,2182.0,1588.0,3107.0,4171.0,2928.0,932.0,4186.0,2909.0,895.0,456.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0
131.0,623.0,2793.0,2138.0,293.0,2125.0,1535.0,3016.0,4064.0,2846.0,920.0,4133.0,2886.0,877.0,447.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0
124.0,589.0,2623.0,2049.0,276.0,1992.0,1418.0,2833.0,3847.0,2656.0,873.0,3921.0,2797.0,831.0,413.0,589.0,0.0,0.0,0.0,0.0,0.0,0.0
111.0,510.0,2372.0,1916.0,249.0,1788.0,1266.0,2577.0,3475.0,2407.0,801.0,3597.0,2645.0,767.0,372.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,440.0,2087.0,1763.0,219.0,1580.0,1091.0,2306.0,3084.0,2141.0,720.0,3242.0,2509.0,704.0,328.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0
94.0,406.0,1957.0,1696.0,203.0,1488.0,1005.0,2194.0,2915.0,2034.0,683.0,3078.0,2435.0,678.0,310.0,476.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,395.0,1912.0,1674.0,200.0,1458.0,981.0,2149.0,2850.0,1999.0,669.0,3031.0,2414.0,670.0,307.0,469.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,394.0,1896.0,1666.0,199.0,1456.0,980.0,2136.0,2841.0,1998.0,665.0,3026.0,2407.0,670.0,309.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0
