NodeELEC,NodeGAS,GenID,PrimeMover,Fuel,ExistingUnits,UnitSize,MaxNewAnnual,MaxNewTotal,Pmin,Pmax,RampDown,RampUp,MinUp,MinDown,isRenewable,HeatRate,isNGFueled,EmissionsFactor,StartupCost,EconomicLifetime,Lifetime,StartupFuel,InstallYear,ForcedRetirement
15,15,GEN207,Geothermal,Geothermal,7.914,100,5,23,0,1,1,1,1,1,1,0,0,0,100,30,30,0,2060,2060
15,15,GEN208,Geothermal EGS,Geothermal,0,100,4,10,0,1,1,1,1,1,1,0,0,0,100,30,30,0,2060,2060
15,15,GEN209,Nuclear,Nuclear,0,100,0,100,1,1,0.1,0.1,36,36,1,11.4,0,0,1130,30,60,0,2060,2030
15,15,GEN210,Hydropower,Hydro,2.096,100,0,0,0,1,1,1,1,1,1,0,0,0,0,30,100,0,2060,2060
16,16,GEN211,Coal,Coal,0,100,100,100,0.4,1,0.5,0.5,24,24,0,9.16,0,92,12500,30,30,1000,2060,2060
16,16,GEN212,Natural Gas CC,Natural Gas,0,100,100,100,0.5,1,0.5,0.5,4,3,0,6.36,1,53.5,6200,30,30,580,2060,2060
16,16,GEN213,Natural Gas CT,Natural Gas,0.36,100,100,100,0.4,1,0.4,0.4,22,10,0,9.72,1,53.5,10000,30,30,1100,2060,2060
16,16,GEN214,Natural Gas CC-CCS,Natural Gas,0,100,5,30,0.5,1,0.6,0.6,4,3,0,7.17,1,5.35,6200,30,30,580,2060,2060
16,16,GEN215,Biopower,Biomass,1.531,100,1,5,0.4,1,1,1,1,1,1,13.5,0,0,0,30,45,0,2060,2060
16,16,GEN216,Solar Thermal,UtilityPV,0,100,0,0,0,1,1,1,1,1,1,0,0,0,0,30,30,0,2060,2060
16,16,GEN217,Solar PV,UtilityPV,1.822,100,134,1332,0,1,1,1,1,1,1,0,0,0,0,30,30,0,2060,2060
16,16,GEN218,Comm Solar PV,UtilityPV,0,100,1,50,0,1,1,1,1,1,1,0,0,0,0,30,30,0,2060,2060
16,16,GEN219,Res Solar PV,UtilityPV,0,100,1,5,0,1,1,1,1,1,1,0,0,0,0,30,30,0,2060,2060
16,16,GEN220,Wind,LandbasedWind,26.102,100,7,67,0,1,1,1,1,1,1,0,0,0,0,30,30,0,2060,2060
16,16,GEN221,Geothermal,Geothermal,3.152,100,5,8,0,1,1,1,1,1,1,0,0,0,100,30,30,0,2060,2060
16,16,GEN222,Geothermal EGS,Geothermal,0,100,4,10,0,1,1,1,1,1,1,0,0,0,100,30,30,0,2060,2060
16,16,GEN223,Nuclear,Nuclear,0,100,0,100,1,1,0.1,0.1,36,36,1,11.4,0,0,1130,30,60,0,2060,2030
16,16,GEN224,Hydropower,Hydro,48.381,100,0,0,0,1,1,1,1,1,1,0,0,0,0,30,100,0,2060,2060
21,21,GEN225,OffshoreWind,OffshoreWind,0,1000,5,12.5,0,1,1,1,1,1,1,0,0,0,0,30,30,0,2060,2060
22,22,GEN226,OffshoreWind,OffshoreWind,0,1000,5,12.5,0,1,1,1,1,1,1,0,0,0,0,30,30,0,2060,2060
18,18,GEN227,Coal,Coal,10,100,0,0,0.4,1,0.5,0.5,24,24,0,9.16,0,92,12500,30,30,1000,2060,2060
18,18,GEN228,Natural Gas CC,Natural Gas,9,100,0,0,0.5,1,0.6,0.6,4,3,0,6.36,1,53.5,6200,30,30,580,2060,2060
18,18,GEN230,Solar PV,UtilityPV,4,100,0,0,0,1,1,1,1,1,1,0,0,0,0,30,30,0,2060,2060
18,18,GEN231,Hydropower,Hydro,1,100,0,0,0,1,1,1,1,1,1,0,0,0,0,30,100,0,2060,2060
18,18,GEN232,Wind,LandbasedWind,5,100,0,0,0,1,1,1,1,1,1,0,0,0,0,30,30,0,2060,2060
19,19,GEN234,Coal,Coal,10,100,0,0,0.4,1,0.5,0.5,24,24,0,9.16,0,92,12500,30,30,1000,2060,2060
19,19,GEN235,Natural Gas CC,Natural Gas,57,100,0,0,0.5,1,0.6,0.6,4,3,0,6.36,1,53.5,6200,30,30,580,2060,2060
19,19,GEN237,Solar PV,UtilityPV,27,100,0,0,0,1,1,1,1,1,1,0,0,0,0,30,30,0,2060,2060
19,19,GEN238,Hydropower,Hydro,31,100,0,0,0,1,1,1,1,1,1,0,0,0,0,30,100,0,2060,2060
19,19,GEN239,Wind,LandbasedWind,26,100,0,0,0,1,1,1,1,1,1,0,0,0,0,30,30,0,2060,2060
19,19,GEN241,Nuclear,Nuclear,22,100,0,0,1,1,0.1,0.1,36,36,1,11.4,0,0,1130,30,60,0,2060,2030
