NodeELEC,NodeGAS,P2GID,PrimeMover,ExistingUnits,UnitSize,MaxNewAnnual,MaxNewTotal,Pmin,Pmax,RampDown,RampUp,MinUp,MinDown,ETA,P2LETA,EconomicLifetime,Lifetime,isBiomethane,isBiomass,InstallYear,ForcedRetirement,MoleFrac_CH4,MoleFrac_H2
42017,42017,EL072,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42017,42017,MT072,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36063,36063,BM073,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36063,36063,EL073,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36063,36063,MT073,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36119,36119,BM074,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36119,36119,EL074,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36119,36119,MT074,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36105,36105,BM075,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36105,36105,EL075,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36105,36105,MT075,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
25007,25007,BM076,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
25007,25007,EL076,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
25007,25007,MT076,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
34031,34031,BM077,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
34031,34031,EL077,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
34031,34031,MT077,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42097,42097,BM078,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42097,42097,EL078,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42097,42097,MT078,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36113,36113,BM079,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36113,36113,EL079,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36113,36113,MT079,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36075,36075,BM080,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36075,36075,EL080,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36075,36075,MT080,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
44005,44005,BM081,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
44005,44005,EL081,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
44005,44005,MT081,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42023,42023,BM082,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42023,42023,EL082,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42023,42023,MT082,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42103,42103,BM083,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42103,42103,EL083,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42103,42103,MT083,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36059,36059,BM084,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36059,36059,EL084,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36059,36059,MT084,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
25009,25009,BM085,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
25009,25009,EL085,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
25009,25009,MT085,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
34013,34013,BM086,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
34013,34013,EL086,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
34013,34013,MT086,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42089,42089,BM087,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42089,42089,EL087,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42089,42089,MT087,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
34007,34007,BM088,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
34007,34007,EL088,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
34007,34007,MT088,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42129,42129,BM089,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42129,42129,EL089,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42129,42129,MT089,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
09190,09190,BM090,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
09190,09190,EL090,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
09190,09190,MT090,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
09140,09140,BM091,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
09140,09140,EL091,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
09140,09140,MT091,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
09120,09120,BM092,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
09120,09120,EL092,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
09120,09120,MT092,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36079,36079,BM093,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36079,36079,EL093,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36079,36079,MT093,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36029,36029,BM094,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36029,36029,EL094,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36029,36029,MT094,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36001,36001,BM095,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36001,36001,EL095,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36001,36001,MT095,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
25019,25019,BM096,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
25019,25019,EL096,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
25019,25019,MT096,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42003,42003,BM097,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42003,42003,EL097,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42003,42003,MT097,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42005,42005,BM098,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42005,42005,EL098,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42005,42005,MT098,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42119,42119,BM099,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42119,42119,EL099,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42119,42119,MT099,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42077,42077,BM100,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42077,42077,EL100,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42077,42077,MT100,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42037,42037,BM101,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42037,42037,EL101,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42037,42037,MT101,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36023,36023,BM102,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36023,36023,EL102,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36023,36023,MT102,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36041,36041,BM103,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36041,36041,EL103,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36041,36041,MT103,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36097,36097,BM104,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36097,36097,EL104,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36097,36097,MT104,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36123,36123,BM105,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36123,36123,EL105,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36123,36123,MT105,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
09160,09160,BM106,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
09160,09160,EL106,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
09160,09160,MT106,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36085,36085,BM107,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36085,36085,EL107,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36085,36085,MT107,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36033,36033,BM108,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36033,36033,EL108,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36033,36033,MT108,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42115,42115,BM109,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42115,42115,EL109,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42115,42115,MT109,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36073,36073,BM110,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36073,36073,EL110,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36073,36073,MT110,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36005,36005,BM111,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36005,36005,EL111,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36005,36005,MT111,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36055,36055,BM112,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36055,36055,EL112,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36055,36055,MT112,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36057,36057,BM113,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36057,36057,EL113,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36057,36057,MT113,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
34029,34029,BM114,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
34029,34029,EL114,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
34029,34029,MT114,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
34025,34025,BM115,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
34025,34025,EL115,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
34025,34025,MT115,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
34017,34017,BM116,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
34017,34017,EL116,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
34017,34017,MT116,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
34039,34039,BM117,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
34039,34039,EL117,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
34039,34039,MT117,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36087,36087,BM118,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36087,36087,EL118,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36087,36087,MT118,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36003,36003,BM119,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36003,36003,EL119,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36003,36003,MT119,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42073,42073,BM120,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42073,42073,EL120,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42073,42073,MT120,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42009,42009,BM121,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42009,42009,EL121,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42009,42009,MT121,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36021,36021,BM122,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36021,36021,EL122,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36021,36021,MT122,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42085,42085,BM123,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42085,42085,EL123,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42085,42085,MT123,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42083,42083,BM124,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42083,42083,EL124,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42083,42083,MT124,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42015,42015,BM125,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42015,42015,EL125,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42015,42015,MT125,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42123,42123,BM126,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42123,42123,EL126,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42123,42123,MT126,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
44001,44001,BM127,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
44001,44001,EL127,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
44001,44001,MT127,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36069,36069,BM128,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36069,36069,EL128,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36069,36069,MT128,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36083,36083,BM129,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36083,36083,EL129,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36083,36083,MT129,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36093,36093,BM130,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36093,36093,EL130,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36093,36093,MT130,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36035,36035,BM131,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36035,36035,EL131,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36035,36035,MT131,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36007,36007,BM132,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36007,36007,EL132,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36007,36007,MT132,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36107,36107,BM133,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36107,36107,EL133,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36107,36107,MT133,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36027,36027,BM134,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36027,36027,EL134,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36027,36027,MT134,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42117,42117,BM135,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42117,42117,EL135,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42117,42117,MT135,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
44003,44003,BM136,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
44003,44003,EL136,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
44003,44003,MT136,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36101,36101,BM137,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36101,36101,EL137,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36101,36101,MT137,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
25023,25023,BM138,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
25023,25023,EL138,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
25023,25023,MT138,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42105,42105,BM139,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42105,42105,EL139,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42105,42105,MT139,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42011,42011,BM140,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42011,42011,EL140,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42011,42011,MT140,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42087,42087,BM141,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42087,42087,EL141,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42087,42087,MT141,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36109,36109,BM142,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36109,36109,EL142,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36109,36109,MT142,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42053,42053,BM143,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42053,42053,EL143,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42053,42053,MT143,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42093,42093,BM144,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42093,42093,EL144,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42093,42093,MT144,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42107,42107,BM145,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42107,42107,EL145,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42107,42107,MT145,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36121,36121,BM146,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36121,36121,EL146,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36121,36121,MT146,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42065,42065,BM147,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42065,42065,EL147,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42065,42065,MT147,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42047,42047,BM148,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
