NodeELEC,NodeGAS,P2GID,PrimeMover,ExistingUnits,UnitSize,MaxNewAnnual,MaxNewTotal,Pmin,Pmax,RampDown,RampUp,MinUp,MinDown,ETA,P2LETA,EconomicLifetime,Lifetime,isBiomethane,isBiomass,InstallYear,ForcedRetirement,MoleFrac_CH4,MoleFrac_H2
42047,42047,EL148,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42047,42047,MT148,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42069,42069,BM149,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42069,42069,EL149,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42069,42069,MT149,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42041,42041,BM150,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42041,42041,EL150,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42041,42041,MT150,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42007,42007,BM151,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42007,42007,EL151,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42007,42007,MT151,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36015,36015,BM152,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36015,36015,EL152,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36015,36015,MT152,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36117,36117,BM153,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36117,36117,EL153,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36117,36117,MT153,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36011,36011,BM154,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36011,36011,EL154,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36011,36011,MT154,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
09150,09150,BM155,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
09150,09150,EL155,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
09150,09150,MT155,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36095,36095,BM156,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36095,36095,EL156,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36095,36095,MT156,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36099,36099,BM157,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36099,36099,EL157,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36099,36099,MT157,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36037,36037,BM158,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36037,36037,EL158,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36037,36037,MT158,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42057,42057,BM159,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42057,42057,EL159,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42057,42057,MT159,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42039,42039,BM160,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42039,42039,EL160,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42039,42039,MT160,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36039,36039,BM161,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36039,36039,EL161,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36039,36039,MT161,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42079,42079,BM162,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42079,42079,EL162,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42079,42079,MT162,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42081,42081,BM163,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42081,42081,EL163,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42081,42081,MT163,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42075,42075,BM164,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42075,42075,EL164,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42075,42075,MT164,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42019,42019,BM165,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42019,42019,EL165,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42019,42019,MT165,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42021,42021,BM166,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42021,42021,EL166,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42021,42021,MT166,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
34037,34037,BM167,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
34037,34037,EL167,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
34037,34037,MT167,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42121,42121,BM168,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42121,42121,EL168,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42121,42121,MT168,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
44009,44009,BM169,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
44009,44009,EL169,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
44009,44009,MT169,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
25021,25021,BM170,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
25021,25021,EL170,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
25021,25021,MT170,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36089,36089,BM171,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36089,36089,EL171,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36089,36089,MT171,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42109,42109,BM172,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42109,42109,EL172,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42109,42109,MT172,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42001,42001,BM173,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42001,42001,EL173,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42001,42001,MT173,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
25003,25003,BM174,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
25003,25003,EL174,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
25003,25003,MT174,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42025,42025,BM175,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42025,42025,EL175,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42025,42025,MT175,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
42131,42131,BM176,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
42131,42131,EL176,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
42131,42131,MT176,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
36049,36049,BM177,Biomethane,0,100,6,30,0,1,1,1,1,1,1,0,20,20,1,0,2060,2060,1,0
36049,36049,EL177,Electrolysis,0,100,6,30,0,1,1,1,1,1,0.7,0,20,20,0,0,2060,2060,0,1
36049,36049,MT177,Net-zero CH4,0,100,6,30,0,1,1,1,1,1,0.5,0,20,20,0,0,2060,2060,1,0
