NodeELEC,NodeGAS,GenID,PrimeMover,Fuel,ExistingUnits,UnitSize,MaxNewAnnual,MaxNewTotal,Pmin,Pmax,RampDown,RampUp,MinUp,MinDown,isRenewable,HeatRate,isNGFueled,EmissionsFactor,StartupCost,EconomicLifetime,Lifetime,StartupFuel,InstallYear,ForcedRetirement
42055,42055,CS025,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
42055,42055,CC025,Natural gas CC,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
42055,42055,CT025,Natural gas CT,Natural gas,1.19,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
42055,42055,GT025,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
42055,42055,BP025,Biopower,Biomass,0.21,100,100,500,0,0.84,1,1,1,1,1,14.5,0,0,0,45,45,0,0,0
42055,42055,NC025,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
42055,42055,WD025,Onshore wind,Wind,0,100,5,28,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
42055,42055,SL025,Solar,Solar,4.77,50,10,225,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
44007,44007,CS026,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
44007,44007,CC026,Natural gas CC,Natural gas,2.33,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
44007,44007,CT026,Natural gas CT,Natural gas,0.09,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
44007,44007,GT026,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
44007,44007,BP026,Biopower,Biomass,0.45,100,100,500,0,0.84,1,1,1,1,1,14.5,0,0,0,45,45,0,0,0
44007,44007,NC026,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
44007,44007,HD026,Hydro,Hydro,0.03,100,0,500,0,1,1,1,1,1,1,0,0,0,0,100,100,0,0,0
44007,44007,WD026,Onshore wind,Wind,0.3,100,5,6,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
44007,44007,SL026,Solar,Solar,2.72,50,10,178,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36025,36025,CS027,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36025,36025,CC027,Natural gas CC,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36025,36025,CT027,Natural gas CT,Natural gas,0,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
36025,36025,GT027,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36025,36025,NC027,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
36025,36025,WD027,Onshore wind,Wind,0,100,5,66,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36025,36025,SL027,Solar,Solar,0.05,50,10,323,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36061,36061,CS028,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36061,36061,CC028,Natural gas CC,Natural gas,0.52,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36061,36061,CT028,Natural gas CT,Natural gas,4.03,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
36061,36061,PT028,Petroleum CT,Petroleum,0.37,100,100,500,0,0.8,1,1,2,1,0,10.98,0,0,0,55,55,0,0,0
36061,36061,GT028,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36061,36061,NC028,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
36061,36061,WD028,Onshore wind,Wind,0,100,0,0,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36061,36061,SL028,Solar,Solar,0,50,2,2,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36065,36065,CS029,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36065,36065,CC029,Natural gas CC,Natural gas,0.09,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36065,36065,CT029,Natural gas CT,Natural gas,0.04,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
36065,36065,PT029,Petroleum CT,Petroleum,0.01,100,100,500,0,0.8,1,1,2,1,0,10.98,0,0,0,55,55,0,0,0
36065,36065,GT029,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36065,36065,BP029,Biopower,Biomass,0.03,100,100,500,0,0.84,1,1,1,1,1,14.5,0,0,0,45,45,0,0,0
36065,36065,NC029,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
36065,36065,HD029,Hydro,Hydro,0.34,100,0,500,0,1,1,1,1,1,1,0,0,0,0,100,100,0,0,0
36065,36065,WD029,Onshore wind,Wind,0,100,5,50,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36065,36065,SL029,Solar,Solar,1.18,50,10,745,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36115,36115,CS030,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36115,36115,CC030,Natural gas CC,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36115,36115,CT030,Natural gas CT,Natural gas,0,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
36115,36115,GT030,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36115,36115,BP030,Biopower,Biomass,0.14,100,100,500,0,0.84,1,1,1,1,1,14.5,0,0,0,45,45,0,0,0
36115,36115,NC030,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
36115,36115,HD030,Hydro,Hydro,0.15,100,0,500,0,1,1,1,1,1,1,0,0,0,0,100,100,0,0,0
36115,36115,WD030,Onshore wind,Wind,0,100,5,28,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36115,36115,SL030,Solar,Solar,0.98,50,10,309,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36009,36009,CS031,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36009,36009,CC031,Natural gas CC,Natural gas,0.13,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36009,36009,CT031,Natural gas CT,Natural gas,0,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
36009,36009,GT031,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36009,36009,NC031,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
36009,36009,WD031,Onshore wind,Wind,0,100,5,63,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36009,36009,SL031,Solar,Solar,0.84,50,10,509,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
25025,25025,CS032,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
25025,25025,CC032,Natural gas CC,Natural gas,0.04,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
25025,25025,CT032,Natural gas CT,Natural gas,0.48,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
25025,25025,PT032,Petroleum CT,Petroleum,0.77,100,100,500,0,0.8,1,1,2,1,0,10.98,0,0,0,55,55,0,0,0
25025,25025,GT032,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
25025,25025,BP032,Biopower,Biomass,0.18,100,100,500,0,0.84,1,1,1,1,1,14.5,0,0,0,45,45,0,0,0
25025,25025,NC032,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
25025,25025,HD032,Hydro,Hydro,0.02,100,0,500,0,1,1,1,1,1,1,0,0,0,0,100,100,0,0,0
25025,25025,WD032,Onshore wind,Wind,0.03,100,0,0,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
25025,25025,SL032,Solar,Solar,0.1,50,5,5,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
25005,25005,CS033,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
25005,25005,CC033,Natural gas CC,Natural gas,0.56,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
25005,25005,CT033,Natural gas CT,Natural gas,0.23,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
25005,25005,PT033,Petroleum CT,Petroleum,0.1,100,100,500,0,0.8,1,1,2,1,0,10.98,0,0,0,55,55,0,0,0
25005,25005,GT033,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
25005,25005,BP033,Biopower,Biomass,0.07,100,100,500,0,0.84,1,1,1,1,1,14.5,0,0,0,45,45,0,0,0
25005,25005,NC033,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
25005,25005,WD033,Onshore wind,Wind,0.03,100,3,3,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
25005,25005,SL033,Solar,Solar,2.38,50,10,185,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34009,34009,CS034,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
34009,34009,CC034,Natural gas CC,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
34009,34009,CT034,Natural gas CT,Natural gas,0,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
34009,34009,GT034,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34009,34009,BP034,Biopower,Biomass,0.01,100,100,500,0,0.84,1,1,1,1,1,14.5,0,0,0,45,45,0,0,0
34009,34009,NC034,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
34009,34009,WD034,Onshore wind,Wind,0,100,0,0,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34009,34009,SL034,Solar,Solar,0.05,50,10,32,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34015,34015,CS035,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
34015,34015,CC035,Natural gas CC,Natural gas,1.48,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
34015,34015,CT035,Natural gas CT,Natural gas,1.02,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
34015,34015,GT035,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34015,34015,BP035,Biopower,Biomass,0.14,100,100,500,0,0.84,1,1,1,1,1,14.5,0,0,0,45,45,0,0,0
34015,34015,NC035,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
34015,34015,WD035,Onshore wind,Wind,0,100,3,3,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34015,34015,SL035,Solar,Solar,0.97,50,10,91,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34003,34003,CS036,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
34003,34003,CC036,Natural gas CC,Natural gas,2,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
34003,34003,CT036,Natural gas CT,Natural gas,0.08,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
34003,34003,PT036,Petroleum CT,Petroleum,0.08,100,100,500,0,0.8,1,1,2,1,0,10.98,0,0,0,55,55,0,0,0
34003,34003,GT036,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34003,34003,NC036,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
34003,34003,WD036,Onshore wind,Wind,0,100,0,0,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34003,34003,SL036,Solar,Solar,0.24,50,10,21,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34019,34019,CS037,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
34019,34019,CC037,Natural gas CC,Natural gas,0.5,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
34019,34019,CT037,Natural gas CT,Natural gas,1.61,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
34019,34019,GT037,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34019,34019,NC037,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
34019,34019,WD037,Onshore wind,Wind,0,100,1,1,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34019,34019,SL037,Solar,Solar,1.47,50,10,141,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36045,36045,CS038,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36045,36045,CC038,Natural gas CC,Natural gas,0.09,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36045,36045,CT038,Natural gas CT,Natural gas,0,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
36045,36045,GT038,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36045,36045,BP038,Biopower,Biomass,0.06,100,100,500,0,0.84,1,1,1,1,1,14.5,0,0,0,45,45,0,0,0
36045,36045,NC038,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
36045,36045,HD038,Hydro,Hydro,1.01,100,0,500,0,1,1,1,1,1,1,0,0,0,0,100,100,0,0,0
36045,36045,WD038,Onshore wind,Wind,0,100,5,18,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36045,36045,SL038,Solar,Solar,0.89,50,10,647,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36019,36019,CS039,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36019,36019,CC039,Natural gas CC,Natural gas,0.41,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36019,36019,CT039,Natural gas CT,Natural gas,0,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
36019,36019,GT039,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36019,36019,BP039,Biopower,Biomass,0.06,100,100,500,0,0.84,1,1,1,1,1,14.5,0,0,0,45,45,0,0,0
36019,36019,NC039,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
36019,36019,HD039,Hydro,Hydro,0.34,100,0,500,0,1,1,1,1,1,1,0,0,0,0,100,100,0,0,0
36019,36019,WD039,Onshore wind,Wind,4.94,100,5,37,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36019,36019,SL039,Solar,Solar,0.34,50,10,701,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36031,36031,CS040,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36031,36031,CC040,Natural gas CC,Natural gas,0.06,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36031,36031,CT040,Natural gas CT,Natural gas,0,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
36031,36031,PT040,Petroleum CT,Petroleum,0.04,100,100,500,0,0.8,1,1,2,1,0,10.98,0,0,0,55,55,0,0,0
36031,36031,GT040,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36031,36031,NC040,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
36031,36031,HD040,Hydro,Hydro,0.09,100,0,500,0,1,1,1,1,1,1,0,0,0,0,100,100,0,0,0
36031,36031,WD040,Onshore wind,Wind,0,100,5,10,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36031,36031,SL040,Solar,Solar,0,50,10,396,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34027,34027,CS041,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
34027,34027,CC041,Natural gas CC,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
34027,34027,CT041,Natural gas CT,Natural gas,0,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
34027,34027,GT041,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34027,34027,NC041,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
34027,34027,WD041,Onshore wind,Wind,0,100,0,0,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34027,34027,SL041,Solar,Solar,0.91,50,10,77,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36091,36091,CS042,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36091,36091,CC042,Natural gas CC,Natural gas,0.21,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36091,36091,CT042,Natural gas CT,Natural gas,0,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
36091,36091,GT042,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36091,36091,NC042,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
36091,36091,HD042,Hydro,Hydro,2.95,100,0,500,0,1,1,1,1,1,1,0,0,0,0,100,100,0,0,0
36091,36091,WD042,Onshore wind,Wind,0,100,5,23,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36091,36091,SL042,Solar,Solar,1.23,50,10,352,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
42031,42031,CS043,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
42031,42031,CC043,Natural gas CC,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
42031,42031,CT043,Natural gas CT,Natural gas,0,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
42031,42031,GT043,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
42031,42031,NC043,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
42031,42031,HD043,Hydro,Hydro,0.3,100,0,500,0,1,1,1,1,1,1,0,0,0,0,100,100,0,0,0
42031,42031,WD043,Onshore wind,Wind,0,100,4,4,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
42031,42031,SL043,Solar,Solar,0,50,10,338,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
42061,42061,CS044,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
42061,42061,CC044,Natural gas CC,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
42061,42061,CT044,Natural gas CT,Natural gas,0,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
42061,42061,GT044,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
42061,42061,NC044,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
42061,42061,HD044,Hydro,Hydro,0.24,100,0,500,0,1,1,1,1,1,1,0,0,0,0,100,100,0,0,0
42061,42061,WD044,Onshore wind,Wind,0,100,5,8,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
42061,42061,SL044,Solar,Solar,0,50,10,346,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
25017,25017,CS045,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
25017,25017,CC045,Natural gas CC,Natural gas,2.93,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
25017,25017,CT045,Natural gas CT,Natural gas,0.62,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
25017,25017,PT045,Petroleum CT,Petroleum,0.67,100,100,500,0,0.8,1,1,2,1,0,10.98,0,0,0,55,55,0,0,0
25017,25017,GT045,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
25017,25017,NC045,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
25017,25017,HD045,Hydro,Hydro,0.25,100,0,500,0,1,1,1,1,1,1,0,0,0,0,100,100,0,0,0
25017,25017,WD045,Onshore wind,Wind,0,100,2,2,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
25017,25017,SL045,Solar,Solar,2.11,50,10,223,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
25027,25027,CS046,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
25027,25027,CC046,Natural gas CC,Natural gas,1.81,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
25027,25027,CT046,Natural gas CT,Natural gas,0.17,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
25027,25027,PT046,Petroleum CT,Petroleum,0.14,100,100,500,0,0.8,1,1,2,1,0,10.98,0,0,0,55,55,0,0,0
25027,25027,GT046,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
25027,25027,BP046,Biopower,Biomass,0.72,100,100,500,0,0.84,1,1,1,1,1,14.5,0,0,0,45,45,0,0,0
25027,25027,NC046,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
25027,25027,HD046,Hydro,Hydro,0.07,100,0,500,0,1,1,1,1,1,1,0,0,0,0,100,100,0,0,0
25027,25027,WD046,Onshore wind,Wind,0.1,100,5,42,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
25027,25027,SL046,Solar,Solar,8.7,50,10,812,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34033,34033,CS047,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
34033,34033,CC047,Natural gas CC,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
34033,34033,CT047,Natural gas CT,Natural gas,0,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
34033,34033,GT047,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34033,34033,NC047,Nuclear,Nuclear,3.63,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
34033,34033,WD047,Onshore wind,Wind,0,100,5,6,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34033,34033,SL047,Solar,Solar,0.4,50,10,64,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34021,34021,CS048,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
34021,34021,CC048,Natural gas CC,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
34021,34021,CT048,Natural gas CT,Natural gas,0.42,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
34021,34021,GT048,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34021,34021,NC048,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
34021,34021,WD048,Onshore wind,Wind,0,100,1,1,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
34021,34021,SL048,Solar,Solar,1.54,50,10,59,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36013,36013,CS049,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36013,36013,CC049,Natural gas CC,Natural gas,0.07,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
36013,36013,CT049,Natural gas CT,Natural gas,0.47,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
36013,36013,GT049,Geothermal,Geothermal,0,50,100,500,0,0.9,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36013,36013,BP049,Biopower,Biomass,0.1,100,100,500,0,0.84,1,1,1,1,1,14.5,0,0,0,45,45,0,0,0
36013,36013,NC049,Nuclear,Nuclear,0,1000,100,500,0.7,0.93,0.2,0.2,36,36,1,10.4,0,0,0,80,80,0,0,0
36013,36013,WD049,Onshore wind,Wind,3.1,100,5,46,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
36013,36013,SL049,Solar,Solar,0.31,50,10,617,0,1,1,1,1,1,1,0,0,0,0,30,30,0,0,0
42133,42133,CS050,Natural gas CCS,Natural gas,0,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
42133,42133,CC050,Natural gas CC,Natural gas,4.41,700,100,500,0,1,1,1,7,5,0,7.54,1,0,0,55,55,0,0,0
42133,42133,CT050,Natural gas CT,Natural gas,0,100,100,500,0,0.8,1,1,2,1,0,10.98,1,0,0,55,55,0,0,0
